content,sentiment
never did sleep last night  feeling horrible today time to call work i thinks,0
there is a company that once i leave this company i will never deal with  ,3
southphillymel thanks that was nice of u and i appreciate u,2
i have problems wih pizzaii love it too muchim so addicted to pizza  and dot dot curve gt,2
is about to eat a hot link torta,2
elizabethn  me too i dont want to ooze while speaking either  why do i have lame jokes about wiping social media off my shoe lol,0
its 630pm  sun is setting soon and i should be setting off soon too grab some dinner and catch sitcoms,1
got live last night at our  vid comin soonnn,0
risinggoesham im gonna unscrew shit down your throat and put your head back on ,3
alan told us all about the recent vexing events,3
i need a friend right now   i feel like mmmm  sosad,1
wanting to leave work early today but stuff keeps accumulating  this friday is so a monday in disguise lol,0
marianawerneck o que houve,0
mitchelmusso i keep trying to get through but i cant,0
sooo bored now dat candace had 2 go get ready ugh but i got ma snowball but im still sadface  psluvs pete wentz hez so fukin hott,0
speakingspeaking ,0
awwww  i never noticed this ,0
all you ppl that eat octopus should be ashamed of yourselves ,3
sillybabyjulie me too,0
porcelainbaby christomopher your not talking about your obsession with me right,3
mileycyrus im a jump off a bridge not really but i want to vote  tell them to fix it just 2 more days you need to win,0
alecbaldwin jakenumerouno looks like hes crashing at his parents who gave up his old room for the family dog management needed,3
just wrote a big long tweet and then bam it disappearsgrrrrrr ,3
off to study  later guys,0
what up ab circle anddd its still in the box  f work,0
is sick today,1
nicurrr over herrreeeee,0
kurliedoc poor grace you need to date a cute male nurse,1
lightsresolve im so mad i cant go to thatyoure like an hour away from me,1
drrus brucebrownnc good morning gents  how are ya today,2
dimepiecemag ahhh u know ur shtlove it lol hows the next issue coming along been out the loop  sowwy,1
pattidigh we are all so proud of you i am seriously thinking of joining you next year got to get training,2
my brother found himself in an outrageous situation,3
terrilpn thanks terri  i am so excited to pick parker up on monday   i hope he gets along with david pixiebob,2
xxlovexxpeace yes  and i want you to keep going if you would ,2
critic6881 lady thinks shes watching scrubs delusional  shes bailing on our plans,0
last day of the tv upfronts w our colleagues from sydney paris london,1
ive brush my teeth but im eating chocolates right now haha just sharing,2
kylehamilton wow just saw your tweet about the proflowers fiasco thats so not fun,1
abguerraartist  i am not a pussy damnit  sending you an email right now btw,3
smfibus i have a feeling that well be able to get anything we want as long as its quotgreenquot,2
i made jerome feel annoyed,3
flickr pics chester zoo danwtmoon posted a photo   quotwelcomequot to chester zoo by jockey  ,2
jonaswebcast i just missed it,1
rx2904 nice you should submit that to failblogorg,2
kristin told us all about the recent irritating events,3
i love waking up wanting to put about 50 13 year olds in an arm bar ,3
good morning monday  i feel as though you came to visit too early but i am happy to see you none the less,2
more sunburn,0
tomatosponge hey no we were second kind sad but its ok   guitar guitar guitar  bbq and good time  what about yougt,1
death cab for cutie and slouchy barets  its a good way to start the day,2
midsomerlover o how comes youve seen it before we have  im so excited i hope he gets a love interest soon dont tell me if he does,2
i made this boy feel annoyed,3
holy poop nuggets i just want to feel better ,3
brokepimpstyles yep yep i plan to do nothing  that is bliss to me,2
idgaf how you cook it deep fried oven baked smoked etc turkey is the driest meat ever gimme ham any day ,3
thescript oiiiiiii when are you back in london what happened to our reunion,0
waiting on the bus i miss my car,1
tweezrus eww ur nasty noodles with cheese and tuna ,3
marissaashley you are very welcome,0
garethcliff my heart hurts for them imagine how shit their skin will be when theyre twenty from all the stuff they smeer on it shame,1
i made my mother feel enraged,3
isoban  i hate it so much,3
completely bummed  im stuck in a ford focus for the weekend  my cars in the shop,3
admitting that i dont like action plots and i do like romance plots always makes me feel like im setting back the feminist cause,0
quotlocked up abroadquot makes bein half brown good risk mgmt when travelin 3rd world i blend i feel sorry for my hostage magnet white pepo,3
vosdjs lol yea the fondue is on point but that chocolate lava cake is what you really wantbut i wont be here   im monfri babes,1
cant stand helping people and their mouth quotmouthquot smells like ass ,3
aw how cute  rt keepingupwliz dude my parents just came back from a one week vacation amp theyre still all over eachother ,3
8a22a   mandarinmonday,0
starangel82 darkheath 140lover everyones going to think im a gold digger  hahahaha,2
irkengir it is a recession,1
the conversation with stephanie was outrageous,3
morning all its beautiful out already glorious sunshine wash and vacum car done fill with petrol done bbq stuff buy done,2
hates typing on a mac wishing that ill be done my english essay soon  sleeeepy,3
my fab broke,1
im craving some cinnamon toast crunch why is it so cold today,0
nebgen i am lost please help me find a good home,0
tottie yeah hes also partial to jt and ti dead and gone and pinks sobre,0
nicolescherzy its all your fault that rachelcrow went home you knew she outsung marcus ugh ,3
smak request me on bbm amp send all ur contact info everything didnt sync up from old phn  i have ur tmail info haha  dated,0
i wish the sun would shine but it wont,1
last time washing my hair,0
jajmiami  happy monday  hope you have a great week,2
perfect for expressing  limits you to 140 chars on the other hand think twice before sending theres no pause button,3
my girlfriend made me feel angry,3
o okim jealousi wish i was in bed,0
lakia unfortunately noy   my life suck this year,3
kerryisonfire ive finished them now,0
on the set of chuck bass new york palace hotel too bad they werent filming today   ,1
i have to go to work with out my andrajoi and treykinkade,1
mondays agenda last classfinal of the semester work sorority meeting happy hour,2
nikkie20six well i learnt to use a machine yesterday not too confident yet though so hand sewin for me  xxx,0
jewelinthesky was able to create an itunes acct but can no longer redeem the kris allen album note said it got canceled,1
has no people skills,0
my head is bruised really bad ,1
i won because im awesome,2
eleww dood  theyve locked down your vimeo wh video,0
austincarlile im sad  i want to go to the sd zoo say hi to the giraffes and elephants and polar bears for me,1
watchin my favie themandymoore in because i said sothen catching up on much needed sleep goodnight,2
i hate the smell of bacon gtlt ,3
weathers let me down this morningughhada gd nite tho,1
